customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state
NT15165,Oregon,F,Bachelor,12047.775,43324.0,101.0,0,Corporate Auto,Two-Door Car,284.667612,California
RQ77476,Oregon,M,Bachelor,20461.1545,87502.0,102.0,0,Personal Auto,Four-Door Car,421.111226,Oregon
QB15345,Oregon,F,High School or Below,2781.589027,0.0,74.0,0,Personal Auto,Four-Door Car,532.8,California
DX65548,Oregon,F,College,4834.710493,38713.0,66.0,4,Personal Auto,Four-Door Car,316.8,Arizona
RI52095,Oregon,M,High School or Below,7610.540153,51878.0,66.0,1,Personal Auto,Four-Door Car,316.8,Washington
RK76184,Oregon,M,College,2159.251473,0.0,61.0,0,Personal Auto,Four-Door Car,292.8,Arizona
EH86912,Oregon,M,College,8420.43119,28617.0,112.0,0,Personal Auto,SUV,797.595611,California
TJ90326,Oregon,F,Doctor,13530.02906,75037.0,85.0,2,Personal Auto,Four-Door Car,180.555113,California
ES93923,Oregon,F,Bachelor,8798.312515,24550.0,111.0,0,Personal Auto,Four-Door Car,536.00374,Oregon
BY23642,Oregon,F,Bachelor,4595.043966,0.0,64.0,0,Personal Auto,Two-Door Car,460.8,Arizona
CV64725,Oregon,M,High School or Below,6545.802896,55366.0,86.0,2,Personal Auto,Four-Door Car,455.714395,California
RN56430,Oregon,F,High School or Below,5443.761524,41449.0,69.0,1,Personal Auto,Two-Door Car,331.2,Nevada
PD32052,Oregon,M,High School or Below,7957.630101,51125.0,67.0,0,Personal Auto,Four-Door Car,430.29174,California
YG87460,Oregon,M,College,2444.741307,0.0,71.0,1,Personal Auto,Four-Door Car,244.587596,Arizona
BN90616,Oregon,F,Bachelor,8590.334983,63110.0,72.0,0,Personal Auto,Four-Door Car,68.179721,Washington
BH36973,Oregon,F,College,2730.3538,63401.0,68.0,0,Personal Auto,Four-Door Car,202.938048,Oregon
QN76156,Oregon,F,College,2925.726685,30752.0,73.0,0,Personal Auto,Four-Door Car,400.294003,Oregon
ZJ15114,Oregon,M,High School or Below,5331.737284,60986.0,67.0,0,Corporate Auto,Four-Door Car,417.781693,California
CM84035,Oregon,M,College,11320.82704,41692.0,101.0,1,Corporate Auto,Four-Door Car,245.968629,Arizona
TZ22914,Oregon,M,Master,5130.823951,12940.0,68.0,0,Personal Auto,Two-Door Car,268.1726,Oregon
MW80236,Oregon,M,Master,7919.832069,0.0,70.0,0,Personal Auto,Four-Door Car,336.0,Washington
WO89464,Oregon,M,Bachelor,2619.337376,78618.0,66.0,0,Personal Auto,Two-Door Car,225.578841,Oregon
MK56815,Oregon,M,College,9591.232645,54538.0,119.0,0,Personal Auto,Four-Door Car,507.799325,California
LJ64287,Oregon,M,High School or Below,4196.652176,0.0,64.0,1,Personal Auto,Two-Door Car,774.737185,Nevada
UK86050,Oregon,F,High School or Below,7887.964945,76590.0,65.0,0,Personal Auto,Four-Door Car,183.293091,Arizona
TQ24692,Oregon,M,High School or Below,8676.698631,76214.0,72.0,0,Special Auto,Four-Door Car,202.81373,Oregon
QO16222,Oregon,F,College,6383.611136,0.0,196.0,2,Personal Auto,Luxury SUV,2327.166394,California
SU86402,Oregon,F,High School or Below,6568.75877,25876.0,83.0,0,Personal Auto,Two-Door Car,398.4,Arizona
CI95726,Oregon,F,High School or Below,3644.833554,82477.0,90.0,0,Personal Auto,Two-Door Car,432.0,Nevada
JE98863,Oregon,F,Bachelor,3910.697956,58713.0,98.0,0,Special Auto,Four-Door Car,470.4,Arizona
DD89544,Oregon,M,Bachelor,18704.85055,64929.0,240.0,3,Corporate Auto,Luxury SUV,1261.672708,Arizona
HK28125,Oregon,M,High School or Below,24337.38181,0.0,85.0,1,Personal Auto,Four-Door Car,612.0,California
VT52978,Oregon,M,High School or Below,12547.42888,32857.0,105.0,0,Corporate Auto,Four-Door Car,504.0,Nevada
DU66620,Oregon,M,College,4582.685265,19065.0,61.0,0,Personal Auto,Two-Door Car,292.8,Nevada
YC83239,Oregon,F,Bachelor,2864.093984,0.0,83.0,0,Personal Auto,Two-Door Car,825.29011,Washington
VS40267,Oregon,M,High School or Below,30850.58677,25503.0,115.0,0,Personal Auto,SUV,552.0,California
WJ55369,Oregon,M,High School or Below,7366.093547,30250.0,93.0,0,Personal Auto,Four-Door Car,398.100233,Arizona
MZ23183,Oregon,M,Bachelor,4224.832303,0.0,63.0,0,Personal Auto,Four-Door Car,453.6,Oregon
DV58197,Oregon,F,Bachelor,8256.2978,62902.0,69.0,0,Personal Auto,Two-Door Car,159.383042,California
RZ97514,Oregon,F,Master,7498.824515,0.0,66.0,0,Personal Auto,Four-Door Car,316.8,Oregon
ET90029,Oregon,F,Doctor,25626.70699,14278.0,134.0,0,Personal Auto,Sports Car,346.319404,Arizona
SD21312,Oregon,M,College,5989.773931,66839.0,154.0,0,Personal Auto,Sports Car,739.2,Nevada
FG31425,Oregon,F,College,2530.810167,37811.0,63.0,0,Special Auto,Four-Door Car,365.002909,Arizona
FA15338,Oregon,M,High School or Below,13569.24071,20978.0,70.0,0,Personal Auto,Two-Door Car,336.0,Arizona
HD53787,Oregon,F,College,13113.13865,28519.0,86.0,0,Personal Auto,Two-Door Car,412.8,California
ME11422,Oregon,M,College,5085.023369,0.0,72.0,1,Personal Auto,Four-Door Car,571.531582,California
QN36109,Oregon,F,Master,4554.557242,85140.0,118.0,4,Personal Auto,SUV,88.17994,Nevada
UL80763,Oregon,F,Doctor,4014.453113,37384.0,99.0,0,Personal Auto,Four-Door Car,475.2,Oregon
DH61947,Oregon,M,Bachelor,2863.043304,0.0,79.0,0,Personal Auto,Two-Door Car,168.89233,Oregon
QX54905,Oregon,F,College,7200.664877,0.0,66.0,0,Corporate Auto,Four-Door Car,316.8,Nevada
XQ39498,Oregon,M,High School or Below,30909.22228,57659.0,111.0,0,Personal Auto,Four-Door Car,756.37287,Oregon
FQ51281,Oregon,F,Bachelor,8170.621997,95241.0,68.0,1,Personal Auto,Four-Door Car,87.803087,Oregon
NA45983,Oregon,M,College,2877.813846,38870.0,74.0,0,Special Auto,Four-Door Car,145.365072,Arizona
LC23144,Oregon,F,High School or Below,8478.30421,13870.0,109.0,0,Personal Auto,SUV,550.430985,California
SG54382,Oregon,M,Bachelor,8646.547993,25964.0,76.0,2,Corporate Auto,Four-Door Car,364.8,Arizona
XH54129,Oregon,F,High School or Below,4755.762589,72193.0,118.0,0,Personal Auto,Four-Door Car,552.646907,California
QD28391,Oregon,M,College,7425.845305,84302.0,62.0,0,Personal Auto,Four-Door Car,76.609295,Washington
HX55735,Oregon,F,Bachelor,4462.997006,0.0,73.0,3,Personal Auto,Two-Door Car,350.4,Nevada
AI49712,Oregon,F,High School or Below,2593.897887,0.0,72.0,0,Personal Auto,Four-Door Car,345.6,Washington
YM53951,Oregon,M,College,6006.441801,39482.0,77.0,0,Corporate Auto,Four-Door Car,277.907701,Oregon
JO77924,Oregon,M,High School or Below,10010.14003,66371.0,125.0,0,Personal Auto,SUV,43.098747,Oregon
EZ20115,Oregon,M,Bachelor,26305.41541,35300.0,74.0,0,Personal Auto,Four-Door Car,225.518065,California
DD88614,Oregon,F,Doctor,7096.598526,67735.0,88.0,0,Corporate Auto,Four-Door Car,3.4637,California
BO21461,Oregon,M,College,2859.799774,98879.0,73.0,1,Personal Auto,Four-Door Car,108.667642,California
EX13440,Oregon,M,High School or Below,29589.94128,0.0,108.0,0,Corporate Auto,SUV,777.6,Oregon
UB87714,Oregon,M,Master,9667.129686,72885.0,124.0,2,Personal Auto,SUV,233.676034,Oregon
VW84197,Oregon,F,Bachelor,21941.85759,26378.0,70.0,1,Personal Auto,Four-Door Car,147.795699,Oregon
HP56518,Oregon,M,Bachelor,5548.031892,67798.0,69.0,0,Personal Auto,Four-Door Car,331.2,Oregon
SP81997,Oregon,F,Master,7752.933281,41275.0,96.0,0,Personal Auto,Four-Door Car,41.122303,Washington
VH66357,Oregon,M,College,2769.72527,39646.0,70.0,0,Personal Auto,Four-Door Car,279.714859,California
IM30965,Oregon,M,High School or Below,2545.070274,71868.0,65.0,0,Corporate Auto,Four-Door Car,312.0,Oregon
TQ37204,Oregon,F,High School or Below,8629.329351,59107.0,107.0,0,Personal Auto,SUV,480.521227,Oregon
NN54114,Oregon,M,Bachelor,4915.39018,0.0,70.0,0,Personal Auto,Four-Door Car,504.0,Arizona
BI27443,Oregon,F,College,4896.562733,36428.0,124.0,0,Personal Auto,SUV,559.412583,Arizona
WL86517,Oregon,F,Doctor,4013.959621,93284.0,99.0,0,Personal Auto,Two-Door Car,475.2,Nevada
HW40931,Oregon,F,College,10834.86984,34612.0,91.0,1,Special Auto,Four-Door Car,655.2,Oregon
NN44758,Oregon,F,High School or Below,4669.22664,76157.0,116.0,0,Personal Auto,Two-Door Car,556.8,Arizona
NQ18750,Oregon,M,College,29577.28414,0.0,106.0,0,Personal Auto,Two-Door Car,763.2,Oregon
GC34791,Oregon,M,High School or Below,9259.729948,17109.0,62.0,0,Personal Auto,Two-Door Car,297.6,Nevada
SY22123,Oregon,F,College,6300.440231,29539.0,85.0,0,Personal Auto,Four-Door Car,408.0,California
DY17416,Oregon,M,College,6031.518652,49539.0,79.0,0,Personal Auto,Two-Door Car,286.938064,Oregon
KE57057,Oregon,F,High School or Below,2300.334605,0.0,66.0,1,Corporate Auto,Four-Door Car,475.2,California
AT24793,Oregon,M,College,6863.124573,25352.0,173.0,0,Special Auto,Sports Car,830.4,Oregon
SL71998,Oregon,M,College,2797.759849,63223.0,71.0,0,Personal Auto,Two-Door Car,397.622116,Oregon
AP66226,Oregon,M,Bachelor,4479.494223,18505.0,66.0,4,Personal Auto,Four-Door Car,316.8,Nevada
HI91534,Oregon,F,College,4571.509384,91485.0,114.0,0,Personal Auto,SUV,392.925712,California
TK61994,Oregon,F,College,6104.501453,18690.0,80.0,0,Personal Auto,Four-Door Car,18.192921,Oregon
CW35098,Oregon,M,College,3297.904615,0.0,91.0,0,Personal Auto,Two-Door Car,655.2,Washington
WX30852,Oregon,F,Bachelor,2639.982596,69819.0,66.0,0,Personal Auto,Four-Door Car,21.00736,Arizona
SK69036,Oregon,M,Bachelor,13780.48818,25708.0,118.0,0,Personal Auto,Four-Door Car,566.4,California
YI79084,Oregon,M,Doctor,3702.63121,33738.0,95.0,0,Personal Auto,Two-Door Car,541.755353,Nevada
KF46546,Oregon,F,Bachelor,5789.352696,75845.0,72.0,0,Personal Auto,Four-Door Car,73.848672,Arizona
GA71186,Oregon,M,High School or Below,13464.60289,83392.0,112.0,0,Personal Auto,SUV,523.688037,Nevada
KL65897,Oregon,F,Bachelor,6331.338496,0.0,87.0,0,Personal Auto,Two-Door Car,94.714302,California
CF15086,Oregon,M,College,3838.113442,76375.0,96.0,0,Personal Auto,Four-Door Car,138.423414,California
HG40729,Oregon,M,College,11274.91011,0.0,114.0,0,Personal Auto,Four-Door Car,820.8,Oregon
VP55618,Oregon,M,College,6052.003301,32330.0,79.0,1,Corporate Auto,Four-Door Car,379.2,California
ZL23478,Oregon,F,Bachelor,33451.7935,85689.0,92.0,0,Corporate Auto,Four-Door Car,237.946822,California
EY75197,Oregon,F,Bachelor,5611.926939,0.0,158.0,0,Personal Auto,SUV,1137.6,Arizona
SF11920,Oregon,F,College,5607.253592,39507.0,70.0,0,Corporate Auto,Two-Door Car,283.743206,Arizona
DY57308,Oregon,F,Bachelor,8835.159206,22373.0,112.0,0,Personal Auto,SUV,419.750892,California
HP73832,Oregon,F,College,3796.547659,20217.0,96.0,2,Personal Auto,Four-Door Car,513.306893,California
WP58797,Oregon,M,Bachelor,3936.785538,19245.0,106.0,0,Personal Auto,SUV,508.8,Oregon
ZM33786,Oregon,F,High School or Below,37150.82945,17774.0,108.0,0,Personal Auto,SUV,116.257094,Arizona
LY19199,Oregon,M,Bachelor,4815.532839,80355.0,62.0,1,Corporate Auto,Two-Door Car,83.390706,Oregon
IX60436,Oregon,M,Bachelor,2853.370449,65099.0,73.0,2,Special Auto,Four-Door Car,350.4,Arizona
UK29448,Oregon,M,Bachelor,2467.459952,0.0,73.0,0,Personal Auto,Two-Door Car,525.6,Oregon
QA49556,Oregon,M,Master,5200.22777,23401.0,66.0,0,Personal Auto,Four-Door Car,316.8,Washington
ST78006,Oregon,F,High School or Below,4594.263722,0.0,63.0,1,Personal Auto,Four-Door Car,139.331764,Oregon
KD63903,Oregon,M,College,8586.662939,0.0,118.0,0,Personal Auto,SUV,566.4,Arizona
GV62858,Oregon,F,Bachelor,4091.934934,38692.0,102.0,0,Personal Auto,Four-Door Car,502.443591,California
DN66715,Oregon,F,Master,5181.620895,97131.0,64.0,0,Personal Auto,Four-Door Car,307.2,California
LU30834,Oregon,F,Bachelor,14230.3242,78046.0,119.0,2,Personal Auto,SUV,759.119999,Oregon
HN35280,Oregon,M,Bachelor,2446.664534,82225.0,61.0,0,Personal Auto,Two-Door Car,292.8,Arizona
DG21323,Oregon,F,High School or Below,4758.564558,0.0,64.0,0,Personal Auto,Four-Door Car,607.733606,California
KD16729,Oregon,M,College,6645.928117,21144.0,86.0,0,Personal Auto,Two-Door Car,391.446775,Nevada
WO17738,Oregon,F,High School or Below,8717.851882,36645.0,112.0,0,Corporate Auto,Four-Door Car,614.082146,Oregon
VB22338,Oregon,M,High School or Below,4110.620178,31842.0,108.0,0,Special Auto,SUV,406.348084,Nevada
JU66696,Oregon,F,Master,9810.407902,0.0,131.0,0,Corporate Auto,Sports Car,628.8,California
AE60813,Oregon,F,College,4993.025273,75090.0,63.0,1,Personal Auto,Four-Door Car,101.34165,Oregon
AS99827,Oregon,F,Bachelor,4463.607161,0.0,62.0,0,Personal Auto,Four-Door Car,567.343266,Oregon
XQ80738,Oregon,F,High School or Below,2895.213818,72014.0,72.0,0,Personal Auto,Four-Door Car,188.204234,Oregon
KX82226,Oregon,M,High School or Below,3185.17031,13512.0,92.0,0,Personal Auto,Two-Door Car,441.6,Arizona
MA43940,Oregon,M,High School or Below,9343.198788,75909.0,117.0,0,Special Auto,Sports Car,561.6,Oregon
JL93248,Oregon,F,High School or Below,7296.535053,18884.0,64.0,0,Personal Auto,Four-Door Car,307.2,Oregon
PY98628,Oregon,M,High School or Below,5568.947534,0.0,79.0,1,Personal Auto,Two-Door Car,407.440238,Arizona
GX32768,Oregon,F,Bachelor,7627.026893,0.0,74.0,1,Corporate Auto,Four-Door Car,807.279979,Oregon
AM89558,Oregon,M,College,4636.54647,26802.0,66.0,1,Corporate Auto,Two-Door Car,316.8,Nevada
EL41362,Oregon,F,College,5329.12883,99839.0,66.0,0,Personal Auto,Four-Door Car,468.203397,California
XK91603,Oregon,F,College,2478.235474,24186.0,64.0,0,Personal Auto,Four-Door Car,307.2,California
MG77033,Oregon,M,College,5522.769962,46971.0,69.0,0,Corporate Auto,Four-Door Car,120.109061,California
OM70085,Oregon,F,Bachelor,8586.528213,0.0,83.0,0,Personal Auto,Four-Door Car,483.577807,Oregon
NB57112,Oregon,F,Bachelor,8104.503269,0.0,117.0,1,Personal Auto,Sports Car,842.4,Oregon
WH60140,Oregon,M,Bachelor,2356.702311,0.0,69.0,0,Personal Auto,Two-Door Car,496.8,Arizona
FV92759,Oregon,F,College,2004.350666,0.0,66.0,4,Personal Auto,Four-Door Car,316.8,Oregon
YW85018,Oregon,M,Bachelor,2810.464447,26790.0,71.0,0,Personal Auto,Two-Door Car,340.8,Nevada
BY84257,Oregon,M,College,2379.614363,0.0,71.0,0,Special Auto,Four-Door Car,747.107317,Arizona
JT69863,Oregon,M,Bachelor,2410.105206,16258.0,64.0,0,Personal Auto,Two-Door Car,307.2,Arizona
OE15600,Oregon,M,College,2544.969754,91169.0,65.0,0,Personal Auto,Two-Door Car,139.745936,California
BU81591,Oregon,M,College,10153.88899,0.0,90.0,0,Corporate Auto,Four-Door Car,432.0,California
XL44677,Oregon,M,Bachelor,2300.691547,25905.0,63.0,0,Personal Auto,Four-Door Car,302.4,California
No73821,Oregon,M,High School or Below,10145.44091,44577.0,131.0,0,Personal Auto,SUV,640.491537,Oregon
VJ24328,Oregon,M,High School or Below,2599.04158,53021.0,68.0,4,Personal Auto,Four-Door Car,326.4,Oregon
XW63353,Oregon,M,High School or Below,6689.022728,56980.0,84.0,0,Personal Auto,Two-Door Car,599.000883,Oregon
JZ31045,Oregon,F,College,2721.589169,97719.0,67.0,0,Personal Auto,Four-Door Car,318.660896,California
UM27359,Oregon,M,Bachelor,7524.88292,49530.0,63.0,0,Personal Auto,Four-Door Car,278.24204,Arizona
ND71187,Oregon,M,Master,9487.721906,56233.0,79.0,0,Corporate Auto,Four-Door Car,558.746277,Arizona
YR63096,Oregon,F,High School or Below,5977.78537,79140.0,74.0,0,Corporate Auto,Four-Door Car,487.930161,Nevada
SN21895,Oregon,F,Bachelor,6411.117312,13088.0,82.0,0,Personal Auto,Four-Door Car,393.6,Arizona
FY90924,Oregon,F,High School or Below,2944.180861,73601.0,73.0,0,Personal Auto,Four-Door Car,339.938915,Arizona
CN30964,Oregon,F,Bachelor,6685.797205,31517.0,84.0,2,Personal Auto,Two-Door Car,604.8,California
BN14307,Oregon,M,College,4692.660787,0.0,69.0,0,Personal Auto,Two-Door Car,549.271947,Oregon
XG35514,Oregon,M,High School or Below,4502.667305,0.0,69.0,2,Personal Auto,Four-Door Car,496.8,California
RL28918,Oregon,M,High School or Below,16504.96173,42148.0,104.0,0,Personal Auto,SUV,366.978793,California
SR74929,Oregon,F,High School or Below,9460.17545,0.0,133.0,0,Personal Auto,SUV,1443.455106,Oregon
HK93338,Oregon,F,High School or Below,7931.722181,23769.0,69.0,0,Personal Auto,Four-Door Car,470.097411,Washington
QR53727,Oregon,F,High School or Below,7974.390276,0.0,109.0,0,Personal Auto,SUV,523.2,Arizona
SQ35375,Oregon,F,Doctor,5054.334903,22241.0,63.0,0,Personal Auto,Four-Door Car,343.159148,Oregon
UD77728,Oregon,F,Bachelor,5657.806998,23550.0,72.0,0,Personal Auto,Four-Door Car,222.751524,Arizona
GP13187,Oregon,F,Master,14917.33495,0.0,190.0,0,Personal Auto,Luxury Car,1368.0,California
AQ70619,Oregon,M,High School or Below,13046.65319,71024.0,65.0,1,Corporate Auto,Four-Door Car,266.640638,California
IP65887,Oregon,F,Bachelor,38410.59556,71644.0,105.0,0,Corporate Auto,SUV,504.0,Oregon
KS98084,Oregon,F,Master,5069.071361,50363.0,63.0,0,Personal Auto,Four-Door Car,12.744774,California
QU55718,Oregon,F,Bachelor,10978.7834,92914.0,136.0,0,Personal Auto,Sports Car,979.2,California
TS31417,Oregon,M,College,39769.55524,16645.0,117.0,0,Personal Auto,SUV,696.9628,Washington
QG83213,Oregon,M,College,6559.34766,0.0,94.0,0,Personal Auto,Four-Door Car,451.2,California
SA40041,Oregon,F,Bachelor,5749.883799,22814.0,73.0,0,Personal Auto,Four-Door Car,360.773462,Washington
MC36247,Oregon,M,Bachelor,16473.16905,22828.0,106.0,0,Personal Auto,SUV,508.8,Oregon
FO13070,Oregon,M,High School or Below,5780.182197,51066.0,74.0,0,Personal Auto,Four-Door Car,787.993313,California
VL97142,Oregon,M,College,26200.83423,68507.0,110.0,0,Personal Auto,SUV,140.196942,Oregon
CI57475,Oregon,F,College,3272.010846,0.0,87.0,0,Personal Auto,Four-Door Car,626.4,Arizona
KJ19260,Oregon,M,College,4682.249396,37929.0,61.0,0,Corporate Auto,Four-Door Car,120.436587,Arizona
GN93462,Oregon,M,Bachelor,6496.197101,89285.0,81.0,0,Personal Auto,Four-Door Car,109.032565,California
QB86817,Oregon,F,High School or Below,7446.812516,98235.0,93.0,0,Personal Auto,Four-Door Car,377.422029,Oregon
AZ68072,Oregon,F,Bachelor,4549.337013,23650.0,61.0,2,Personal Auto,Four-Door Car,14.095914,Oregon
MZ43298,Oregon,F,Bachelor,5200.076742,90167.0,131.0,0,Corporate Auto,SUV,523.733793,California
KS12490,Oregon,M,High School or Below,10594.13249,64669.0,131.0,0,Personal Auto,Sports Car,628.8,Oregon
TL18087,Oregon,M,Bachelor,3059.282091,65083.0,77.0,0,Personal Auto,Four-Door Car,369.6,Washington
ZT18953,Oregon,F,Bachelor,8181.715637,0.0,109.0,0,Corporate Auto,SUV,523.2,Oregon
EF13716,Oregon,M,College,2697.328799,60462.0,68.0,1,Personal Auto,Four-Door Car,216.934983,Oregon
RN87402,Oregon,F,College,10369.3874,0.0,69.0,0,Corporate Auto,Four-Door Car,454.3585,California
RJ40995,Oregon,M,Doctor,2491.317024,36631.0,62.0,0,Personal Auto,Four-Door Car,67.530904,Arizona
GB47529,Oregon,F,High School or Below,5396.372449,40308.0,136.0,0,Corporate Auto,Sports Car,652.8,Oregon
MB63131,Oregon,F,Bachelor,4652.886703,0.0,64.0,1,Corporate Auto,Four-Door Car,307.2,Oregon
KN57002,Oregon,M,Bachelor,9015.915395,0.0,130.0,0,Corporate Auto,SUV,936.0,Arizona
DR68556,Oregon,M,High School or Below,7857.357595,85067.0,65.0,0,Personal Auto,Four-Door Car,256.242825,Oregon
CS70768,Oregon,F,High School or Below,6763.181497,0.0,64.0,0,Personal Auto,Four-Door Car,460.8,California
XY33610,Oregon,M,College,15695.53941,97750.0,65.0,0,Personal Auto,Four-Door Car,303.002922,Washington
LO17953,Oregon,F,Doctor,5219.199247,38704.0,65.0,0,Personal Auto,Four-Door Car,9.716628,Oregon
LZ35469,Oregon,F,Bachelor,2582.408525,76731.0,64.0,0,Personal Auto,Four-Door Car,201.455005,California
BM27144,Oregon,F,College,7653.283759,57446.0,64.0,0,Personal Auto,Four-Door Car,77.451706,California
EA14700,Oregon,M,Bachelor,4966.736817,0.0,73.0,0,Personal Auto,Two-Door Car,525.6,California
FQ70521,Oregon,F,High School or Below,8927.134298,96768.0,111.0,2,Personal Auto,Four-Door Car,2.549986,California
OA99158,Oregon,M,Bachelor,21423.63723,0.0,65.0,0,Corporate Auto,Two-Door Car,312.0,California
YS84064,Oregon,M,Bachelor,15481.25277,0.0,180.0,3,Corporate Auto,SUV,1296.0,Arizona
YD45065,Oregon,F,College,8714.922135,0.0,118.0,0,Personal Auto,SUV,566.4,Oregon
OC88207,Oregon,M,Master,5577.237773,77265.0,69.0,0,Special Auto,Two-Door Car,170.689399,California
IL47644,Oregon,F,High School or Below,8860.654206,48736.0,111.0,0,Personal Auto,SUV,285.84958,Oregon
CW27031,Oregon,F,High School or Below,13450.95561,0.0,126.0,0,Corporate Auto,SUV,907.2,Washington
XX44146,Oregon,F,High School or Below,6464.417095,0.0,89.0,0,Personal Auto,Two-Door Car,640.8,California
LH26131,Oregon,F,High School or Below,3876.772694,0.0,108.0,0,Personal Auto,Two-Door Car,1099.233361,Nevada
HU94030,Oregon,F,High School or Below,10103.65572,46667.0,129.0,1,Corporate Auto,SUV,59.526095,Arizona
GP39118,Oregon,M,High School or Below,4996.552721,71600.0,63.0,0,Personal Auto,Two-Door Car,46.158117,Washington
QL80658,Oregon,M,High School or Below,3934.712712,84229.0,98.0,0,Personal Auto,Four-Door Car,470.4,Arizona
LU63980,Oregon,M,College,2219.995914,0.0,62.0,0,Personal Auto,Two-Door Car,297.6,Nevada
HQ41200,Oregon,F,College,7974.949597,26118.0,101.0,0,Personal Auto,Four-Door Car,484.8,Oregon
DZ81394,Oregon,F,High School or Below,8708.018769,0.0,118.0,0,Personal Auto,SUV,1380.107186,Oregon
IN41344,Oregon,M,College,2907.363467,24049.0,74.0,0,Personal Auto,Four-Door Car,491.446146,Washington
QJ22615,Oregon,F,Master,4881.299084,37998.0,61.0,0,Special Auto,Four-Door Car,292.8,Arizona
FJ24418,Oregon,F,Doctor,3652.666261,0.0,95.0,0,Personal Auto,Four-Door Car,456.0,Arizona
JR45097,Oregon,M,College,12779.89903,0.0,184.0,0,Personal Auto,Luxury SUV,1394.849254,Oregon
DT82702,Oregon,F,College,7200.664877,0.0,66.0,0,Personal Auto,Four-Door Car,316.8,Arizona
ME87834,Oregon,M,Bachelor,4219.02412,62396.0,107.0,0,Personal Auto,SUV,693.414133,Oregon
